Pick,Name,Name_Korean,Image,Price_tax,Category,Store
No,濃厚生チーズケーキ,,https://www.lawson.co.jp/recommend/original/detail/img/l720045.jpg,254,디저트,LAWSON
No,ザクチョコバー,,https://www.lawson.co.jp/recommend/original/detail/img/l729684_1.jpg,192,디저트,LAWSON
No,豚の生姜焼き,,https://www.lawson.co.jp/recommend/original/detail/img/l587075_4.jpg,343,냉동식품,LAWSON
No,コシヒカリごはん　3個入,,https://www.lawson.co.jp/recommend/original/detail/img/l593844_3.jpg,345,즉석식품,LAWSON
No,ベーコンとクルトンのシーザーサラダ,,https://www.lawson.co.jp/recommend/original/detail/img/l721953.jpg,365,샐러드,LAWSON
No,クミン香るチキンケバブ,,https://www.lawson.co.jp/recommend/original/detail/img/l688130_2.jpg,289,반찬,LAWSON
No,本格熟成キムチ　2P,,https://www.lawson.co.jp/recommend/original/detail/img/l469579_4.jpg,214,절임,LAWSON
No,ジャッキーカルパス®　72g,,https://www.lawson.co.jp/recommend/original/detail/img/l551093_4.jpg,380,과자,LAWSON
No,サクサククレープ　チョコ味　16本,,https://www.lawson.co.jp/recommend/original/detail/img/l693366.jpg,108,과자,LAWSON
No,NL　グリーンスムージー　200g,,https://www.lawson.co.jp/recommend/original/detail/img/l681086_1.jpg,178,냉장음료,LAWSON
No,カフェインレス　カフェラテ(M),,https://www.lawson.co.jp/recommend/original/detail/img/l_coffee013.jpg,220,커피,LAWSON
No,スパイス香る　DAIZUMEATキーマカレー　160g,,https://www.lawson.co.jp/recommend/original/detail/img/l593841_4.jpg,218,즉석식품,LAWSON
No,花らっきょう,,https://www.lawson.co.jp/recommend/original/detail/img/l564609_3.jpg,117,절임,LAWSON
No,カーサ・スベルカソー メルロー 750ml,,https://www.lawson.co.jp/recommend/original/detail/img/l466031.jpg,628,주류,LAWSON
No,もっちりとした白いたい焼き　カスタード,,https://www.lawson.co.jp/recommend/original/detail/img/l643648.jpg,149,디저트,LAWSON
No,ピスタチオクランチチョコ(イヌリン使用)　35g,,https://www.lawson.co.jp/recommend/original/detail/img/l654845.jpg,215,내추럴로손과자,LAWSON
No,食べ応え満足！明太マヨネーズパン,,https://www.lawson.co.jp/recommend/original/detail/img/l724800.jpg,149,베이커리,LAWSON
No,塩ゆで枝豆,,https://www.lawson.co.jp/recommend/original/detail/img/l533630_4.jpg,192,반찬,LAWSON
No,ウチカフェ　カフェオレ　ビター　240ml,,https://www.lawson.co.jp/recommend/original/detail/img/l726445.jpg,168,냉장음료,LAWSON
No,ホットコーヒー用豆　250g,,https://www.lawson.co.jp/recommend/original/detail/img/l608688.jpg,1110,커피,LAWSON
No,食物繊維5.6g　3種豆　ごぼうとチキンのイタリアンサラダ,,https://www.lawson.co.jp/recommend/original/detail/img/l643296_3.jpg,181,샐러드2,LAWSON
No,国産サラダチキン　プレーン,,https://www.lawson.co.jp/recommend/original/detail/img/l531840_4.jpg,268,샐러드2,LAWSON
No,和風シーチキンマヨネーズおにぎり,,https://www.lawson.co.jp/recommend/original/detail/img/l680971.jpg,135,오니기리,LAWSON
No,鶏だし香る具付き醤油ラーメン,,https://www.lawson.co.jp/recommend/original/detail/img/l618893_4.jpg,246,냉동식품,LAWSON
No,オーツブランの堅焼きおっとっと　35g,,https://www.lawson.co.jp/recommend/original/detail/img/l620762_2.jpg,158,내추럴로손과자,LAWSON
No,アイスミルクココア,,https://www.lawson.co.jp/recommend/original/detail/img/l_coffee022.jpg,220,커피,LAWSON
No,オニオンブレッド,,https://www.lawson.co.jp/recommend/original/detail/img/l725809.jpg,171,베이커리,LAWSON
No,シーチキン®マヨ,,https://www.lawson.co.jp/recommend/original/detail/img/l725120.jpg,138,베이커리,LAWSON
No,マカダミアナッツチョコレート(イヌリン使用)　35g,,https://www.lawson.co.jp/recommend/original/detail/img/l645678_1.jpg,225,내추럴로손과자,LAWSON
No,辛子マヨしたらば,,https://www.lawson.co.jp/recommend/original/detail/img/l612064_3.jpg,127,오뎅,LAWSON
No,あらびきソーセージ,,https://www.lawson.co.jp/recommend/original/detail/img/l721429.jpg,138,베이커리,LAWSON
No,カーサ・スベルカソー シャルドネ 750ml,,https://www.lawson.co.jp/recommend/original/detail/img/l466032.jpg,628,주류,LAWSON
No,ホームパイミニ　30g,,https://www.lawson.co.jp/recommend/original/detail/img/l645604_1.jpg,158,내추럴로손과자,LAWSON
No,ピリ辛肉味噌のごまドレパスタサラダ,,https://www.lawson.co.jp/recommend/original/detail/img/l721952.jpg,397,샐러드,LAWSON
No,ミートローフ＆ソーセージのチーズフォンデュ風,,https://www.lawson.co.jp/recommend/original/detail/img/l697062.jpg,430,반찬,LAWSON
Yes,これがチキン南蛮弁当,치킨 난반,https://www.lawson.co.jp/recommend/original/detail/img/l724985.jpg,724,벤토(냉장),LAWSON
No,もちもちベーグルサンド　ハニーナッツとクリームチーズ,,https://www.lawson.co.jp/recommend/original/detail/img/l727676.jpg,376,샌드위치/롤,LAWSON
No,おつまみアーモンドフィッシュ　38g,,https://www.lawson.co.jp/recommend/original/detail/img/l589509_4.jpg,255,과자,LAWSON
No,カフェインレス　コーヒー(S),,https://www.lawson.co.jp/recommend/original/detail/img/l_coffee004.jpg,170,커피,LAWSON
No,はみでるバーガーメンチカツ,,https://www.lawson.co.jp/recommend/original/detail/img/l723367.jpg,181,베이커리,LAWSON
No,サッポロポテト　バーべQあじ　63g,,https://www.lawson.co.jp/recommend/original/detail/img/l693382.jpg,108,과자,LAWSON
No,コク旨さんまかば焼き　80g,,https://www.lawson.co.jp/recommend/original/detail/img/l564451_4.jpg,270,통조림/건어물/건면,LAWSON
No,爽やかな青じそ香る　ノンオイルドレッシング　300ml,,https://www.lawson.co.jp/recommend/original/detail/img/l662437_3.jpg,240,조미료,LAWSON
No,たんぱく質が摂れる　蒸し鶏の明太パスタサラダ,,https://www.lawson.co.jp/recommend/original/detail/img/l724330.jpg,397,샐러드,LAWSON
No,シーチキン＆コーンサラダ,,https://www.lawson.co.jp/recommend/original/detail/img/l727892.jpg,246,샐러드,LAWSON
No,4種のマカロン,,https://www.lawson.co.jp/recommend/original/detail/img/l643705_3.jpg,451,냉동식품,LAWSON
No,8種の和菓子ミックス　275g,,https://www.lawson.co.jp/recommend/original/detail/img/l551082_4.jpg,325,과자,LAWSON
No,国産ほぐしサラダチキン　プレーン,,https://www.lawson.co.jp/recommend/original/detail/img/l531844_4.jpg,246,샐러드2,LAWSON
No,GODIVA　ショコラパン,,https://www.lawson.co.jp/recommend/original/detail/img/l727052_1.jpg,203,베이커리,LAWSON
No,紀州産　南高梅干　しそ漬,,https://www.lawson.co.jp/recommend/original/detail/img/l564616_4.jpg,324,절임,LAWSON
No,喫茶店の味！ナポリタン,,https://www.lawson.co.jp/recommend/original/detail/img/l721014_1.jpg,430,파스타,LAWSON
No,8種具材の豚汁,,https://www.lawson.co.jp/recommend/original/detail/img/l724392.jpg,430,스프,LAWSON
No,てっげうめぇ！　炭火焼きタレ,,https://www.lawson.co.jp/recommend/original/detail/img/l720394.jpg,285,통조림/건어물/건면,LAWSON
No,冷しネバネバそば,,https://www.lawson.co.jp/recommend/original/detail/img/l725707.jpg,430,소바/우동/중화면,LAWSON
No,子持ちししゃも　5尾,,https://www.lawson.co.jp/recommend/original/detail/img/l524868_4.jpg,235,반찬,LAWSON
No,ブルーベリー,,https://www.lawson.co.jp/recommend/original/detail/img/l587695_4.jpg,289,냉동식품,LAWSON
No,サックリ食感のつな揚げ　83g,,https://www.lawson.co.jp/recommend/original/detail/img/l686507_2.jpg,108,과자,LAWSON
No,ウチカフェ　カヌレアイスバー　75ml,,https://www.lawson.co.jp/recommend/original/detail/img/l655385_2.jpg,192,빙과류,LAWSON
No,あさりと生姜のおこわおにぎり,,https://www.lawson.co.jp/recommend/original/detail/img/l727094.jpg,160,오니기리,LAWSON
No,カフェインレス(ポーションタイプ)　アイスコーヒー(M),,https://www.lawson.co.jp/recommend/original/detail/img/l_coffee007.jpg,220,커피,LAWSON
No,柚子胡椒香る　豚タン焼,,https://www.lawson.co.jp/recommend/original/detail/img/l721340.jpg,289,반찬,LAWSON
No,海老カツタマゴサンド,,https://www.lawson.co.jp/recommend/original/detail/img/l20230117chubo0001.jpg,473,まちかど厨房,LAWSON
No,メガアイスミルクティー,,https://www.lawson.co.jp/recommend/original/detail/img/l_coffee028.jpg,390,커피,LAWSON
No,ふんわり海鮮お好み焼(いか・えび),,https://www.lawson.co.jp/recommend/original/detail/img/l692771.jpg,322,냉동식품,LAWSON
No,プチパン　〜クリーム〜　6個入,,https://www.lawson.co.jp/recommend/original/detail/img/l706151.jpg,138,베이커리,LAWSON
No,秋田県産あきたこまち　1.8kg,,https://www.lawson.co.jp/recommend/original/detail/img/l593272_5.jpg,980,통조림/건어물/건면,LAWSON
No,NL　もち麦ぱん(バター入りマーガリンサンド)　2個入,,https://www.lawson.co.jp/recommend/original/detail/img/l666542.jpg,125,베이커리,LAWSON
No,北海道産小豆使用のこしあん大福　7個,,https://www.lawson.co.jp/recommend/original/detail/img/l589505_4.jpg,178,과자,LAWSON
No,パリッとジューシーなホットドッグ,,https://www.lawson.co.jp/recommend/original/detail/img/l674730.jpg,214,샌드위치/롤,LAWSON
No,NL　ココア　1食分の鉄分　330ml,,https://www.lawson.co.jp/recommend/original/detail/img/l672297_1.jpg,178,냉장음료,LAWSON
No,黒糖ナッツ＆ナッツ　40g,,https://www.lawson.co.jp/recommend/original/detail/img/l551145_3.jpg,215,내추럴로손과자,LAWSON
No,肉厚！ビーフハンバーグ,,https://www.lawson.co.jp/recommend/original/detail/img/l726974.jpg,430,반찬,LAWSON
No,コリコリなんこつ！2種の直火焼鶏つくね(たれ・塩),,https://www.lawson.co.jp/recommend/original/detail/img/l655958_4.jpg,322,냉동식품,LAWSON
No,つぶあんぱん,,https://www.lawson.co.jp/recommend/original/detail/img/l727754.jpg,127,베이커리,LAWSON
No,タルタルたっぷり白身フライ,,https://www.lawson.co.jp/recommend/original/detail/img/l20230307chubo0001.jpg,430,まちかど厨房,LAWSON
No,食物繊維5.7g　春雨サラダ,,https://www.lawson.co.jp/recommend/original/detail/img/l688125_3.jpg,181,샐러드2,LAWSON
No,ウチカフェ　こだわりの抹茶ラテ　200ml,,https://www.lawson.co.jp/recommend/original/detail/img/l724719_1.jpg,198,냉장음료,LAWSON
No,マチノパン　ソーセージフランス,,https://www.lawson.co.jp/recommend/original/detail/img/l726054.jpg,181,베이커리,LAWSON
Yes,チャーシューマヨネーズおにぎり,차슈 마요,https://www.lawson.co.jp/recommend/original/detail/img/l724881.jpg,160,오니기리,LAWSON
No,ミニリングドーナツ6個入　プレーン＆チョコ風味,,https://www.lawson.co.jp/recommend/original/detail/img/l726056.jpg,138,베이커리,LAWSON
No,おにぎり2個入り(鮭・和風シーチキン®マヨネーズ),,https://www.lawson.co.jp/recommend/original/detail/img/l723497.jpg,225,오니기리,LAWSON
No,チョリソーソーセージパン,,https://www.lawson.co.jp/recommend/original/detail/img/l727753.jpg,138,베이커리,LAWSON
No,五目あんかけ焼そば,,https://www.lawson.co.jp/recommend/original/detail/img/l609478_3.jpg,419,냉동식품,LAWSON
No,スンドゥブ,,https://www.lawson.co.jp/recommend/original/detail/img/l657709_3.jpg,430,반찬,LAWSON
No,揚げなすのおみそ汁,,https://www.lawson.co.jp/recommend/original/detail/img/l658018.jpg,138,즉석식품,LAWSON
No,あんこクロワッサン,,https://www.lawson.co.jp/recommend/original/detail/img/l722031.jpg,297,냉동식품,LAWSON
No,ジューシーしゅうまい,,https://www.lawson.co.jp/recommend/original/detail/img/l657703_3.jpg,430,반찬,LAWSON
Yes,手巻おにぎり　熟成紅鮭,숙성 연어,https://www.lawson.co.jp/recommend/original/detail/img/l724874.jpg,167,오니기리,LAWSON
No,だし入りみそ　750g,,https://www.lawson.co.jp/recommend/original/detail/img/l586244_4.jpg,255,조미료,LAWSON
No,スパイス楽しむ　バターチキンカリー　180g,,https://www.lawson.co.jp/recommend/original/detail/img/l654419_4.jpg,298,즉석식품,LAWSON
No,鍋焼うどん,,https://www.lawson.co.jp/recommend/original/detail/img/l483677_4.jpg,527,냉동식품,LAWSON
No,ウチカフェ　マスカットティー　240ml,,https://www.lawson.co.jp/recommend/original/detail/img/l687005_3.jpg,100,냉장음료,LAWSON
No,メープル香るミックスナッツ　37g,,https://www.lawson.co.jp/recommend/original/detail/img/l645683_1.jpg,225,내추럴로손과자,LAWSON
No,三元豚の厚切りカツ＆タマゴサンド,,https://www.lawson.co.jp/recommend/original/detail/img/ln41chubo_1.jpg,473,まちかど厨房,LAWSON
No,いかみりん　香ばし醤油味　45g,,https://www.lawson.co.jp/recommend/original/detail/img/l694074.jpg,108,과자,LAWSON
No,ほんのり甘いシュガーラスク　30g,,https://www.lawson.co.jp/recommend/original/detail/img/l660439_1.jpg,158,내추럴로손과자,LAWSON
No,NL　のむヨーグルト　生乳たっぷり　180g,,https://www.lawson.co.jp/recommend/original/detail/img/l557179_2.jpg,135,냉장음료,LAWSON
No,サラダチキン　スモーク,,https://www.lawson.co.jp/recommend/original/detail/img/l531850_4.jpg,246,샐러드2,LAWSON
No,たけのこと豚肉の五目春巻,,https://www.lawson.co.jp/recommend/original/detail/img/l639446.jpg,100,튀김,LAWSON
No,そのまま食べて欲しい　贅沢食パン　2枚,,https://www.lawson.co.jp/recommend/original/detail/img/l693988.jpg,203,베이커리,LAWSON
No,うす塩味めかぶ,,https://www.lawson.co.jp/recommend/original/detail/img/l532999_4.jpg,214,수산물,LAWSON
No,元祖しっとりカレーせんべい　41g,,https://www.lawson.co.jp/recommend/original/detail/img/l692234.jpg,148,과자,LAWSON
No,いか天と海苔天　35g,,https://www.lawson.co.jp/recommend/original/detail/img/l677763_3.jpg,170,과자,LAWSON
No,3種のきのこと厚揚げのとろとろあんかけ,,https://www.lawson.co.jp/recommend/original/detail/img/l699613.jpg,268,반찬,LAWSON
No,あらびきウインナー　97g,,https://www.lawson.co.jp/recommend/original/detail/img/l575632_4.jpg,148,가공육,LAWSON
No,サラダチキン　スティック　スモーク,,https://www.lawson.co.jp/recommend/original/detail/img/l503548_3.jpg,160,샐러드2,LAWSON
No,絶品メロンパン,,https://www.lawson.co.jp/recommend/original/detail/img/l721798.jpg,127,베이커리,LAWSON
No,さくふわ食感のベルギーワッフル　1個入,,https://www.lawson.co.jp/recommend/original/detail/img/l660437.jpg,148,구운과자,LAWSON
No,こだわり燻製ソーセージ,,https://www.lawson.co.jp/recommend/original/detail/img/l636173_3.jpg,257,가공육,LAWSON
No,てっげうめぇ！　手羽煮込み,,https://www.lawson.co.jp/recommend/original/detail/img/l720396.jpg,285,통조림/건어물/건면,LAWSON
No,マチのデリ　海藻とオクラのネバネバサラダ,,https://www.lawson.co.jp/recommend/original/detail/img/l696914.jpg,246,샐러드,LAWSON
No,なめらかカスタードのプチシュー　12個,,https://www.lawson.co.jp/recommend/original/detail/img/l721567.jpg,300,디저트,LAWSON
No,コーヒー(S),,https://www.lawson.co.jp/recommend/original/detail/img/l_coffee001.jpg,110,커피,LAWSON
No,ピリ辛味噌だれで食べる野菜スティック,,https://www.lawson.co.jp/recommend/original/detail/img/l704112.jpg,289,샐러드,LAWSON
No,盛岡風冷麺,,https://www.lawson.co.jp/recommend/original/detail/img/l724939.jpg,599,소바/우동/중화면,LAWSON
No,旨みあふれる牛肉メンチ,,https://www.lawson.co.jp/recommend/original/detail/img/l639853_1.jpg,110,튀김,LAWSON
No,ぶどう,,https://www.lawson.co.jp/recommend/original/detail/img/l609634_3.jpg,205,야채/과일,LAWSON
No,どらもっち(あんこ＆ホイップ),,https://www.lawson.co.jp/recommend/original/detail/img/l687943.jpg,192,디저트,LAWSON
Yes,手巻寿司　納豆,낫토,https://www.lawson.co.jp/recommend/original/detail/img/l680956.jpg,160,스시,LAWSON
No,ブロッコリー,,https://www.lawson.co.jp/recommend/original/detail/img/l660703_3.jpg,203,냉동식품,LAWSON
No,北海道産きたあかりの牛肉コロッケ,,https://www.lawson.co.jp/recommend/original/detail/img/l639851_1.jpg,108,튀김,LAWSON
No,ゴールドマスターオフ　350ml,,https://www.lawson.co.jp/recommend/original/detail/img/l522669_4.jpg,139,주류,LAWSON
No,ほんのり甘いバターロール　4個入,,https://www.lawson.co.jp/recommend/original/detail/img/l727756.jpg,117,베이커리,LAWSON
No,あらびきソーセージステーキ,,https://www.lawson.co.jp/recommend/original/detail/img/l602752_3.jpg,246,가공육,LAWSON
No,NL　たんぱく質10g入り　のむヨーグルト　白桃＆黄桃　190g,,https://www.lawson.co.jp/recommend/original/detail/img/l686834_1.jpg,168,냉장음료,LAWSON
No,シャキシャキレタスサンド,,https://www.lawson.co.jp/recommend/original/detail/img/l721136.jpg,311,샌드위치/롤,LAWSON
No,ポン酢香る大根スナック　17g,,https://www.lawson.co.jp/recommend/original/detail/img/l693356.jpg,158,내추럴로손과자,LAWSON
No,太ちくわ　2本,,https://www.lawson.co.jp/recommend/original/detail/img/l693038_2.jpg,203,오뎅,LAWSON
No,7種の具材 とん汁,,https://www.lawson.co.jp/recommend/original/detail/img/l658020.jpg,148,즉석식품,LAWSON
No,クリームチーズ生ハム巻き,,https://www.lawson.co.jp/recommend/original/detail/img/l671099_4.jpg,516,반찬,LAWSON
No,チキンかつカレー棒,,https://www.lawson.co.jp/recommend/original/detail/img/l722425.jpg,216,튀김,LAWSON
No,フレンチトーストハムチーズ,,https://www.lawson.co.jp/recommend/original/detail/img/l691591.jpg,149,베이커리,LAWSON
No,カフェモカ,,https://www.lawson.co.jp/recommend/original/detail/img/l_coffee019.jpg,230,커피,LAWSON
No,ソーセージマヨ,,https://www.lawson.co.jp/recommend/original/detail/img/n27chubo.jpg,225,まちかど厨房,LAWSON
No,長ねぎと油揚げのおみそ汁,,https://www.lawson.co.jp/recommend/original/detail/img/l658017.jpg,108,즉석식품,LAWSON
No,スモークアーモンド＆まろやかカシュー　42g,,https://www.lawson.co.jp/recommend/original/detail/img/l601712_4.jpg,310,과자,LAWSON
No,6Pチーズ,,https://www.lawson.co.jp/recommend/original/detail/img/l698598.jpg,246,유제품,LAWSON
No,味たんジャーキー　48g,,https://www.lawson.co.jp/recommend/original/detail/img/l551099_4.jpg,420,과자,LAWSON
No,国産フルーツ　4種のマカロン,,https://www.lawson.co.jp/recommend/original/detail/img/l722033.jpg,451,냉동식품,LAWSON
No,香ばしピーナッツチョコ　67g,,https://www.lawson.co.jp/recommend/original/detail/img/l694087.jpg,108,과자,LAWSON
No,マーガリン入りレーズンバターロール　4個入,,https://www.lawson.co.jp/recommend/original/detail/img/l727765.jpg,127,베이커리,LAWSON
No,香り豊かなふっくら食パン　6枚入,,https://www.lawson.co.jp/recommend/original/detail/img/l691562_2.jpg,160,베이커리2,LAWSON
No,パリパリ食感の枝豆チップス　38g,,https://www.lawson.co.jp/recommend/original/detail/img/l551127_2.jpg,158,내추럴로손과자,LAWSON
No,アップル100％　1000ml,,https://www.lawson.co.jp/recommend/original/detail/img/l576068_5.jpg,278,음료,LAWSON
No,てっげうめぇ！　炭火焼き塩,,https://www.lawson.co.jp/recommend/original/detail/img/l720391.jpg,285,통조림/건어물/건면,LAWSON
No,麦茶　2L,,https://www.lawson.co.jp/recommend/original/detail/img/l560418_4.jpg,185,음료,LAWSON
No,くるみとココナッツのキャラメリゼ　素焼きアーモンド入り　40g,,https://www.lawson.co.jp/recommend/original/detail/img/l551137_1.jpg,215,내추럴로손과자,LAWSON
No,食物繊維3.5g　焙煎胡麻風味の根菜サラダ,,https://www.lawson.co.jp/recommend/original/detail/img/l684016_3.jpg,181,샐러드2,LAWSON
No,食べ応え満足！つぶあんデニッシュ,,https://www.lawson.co.jp/recommend/original/detail/img/l724797.jpg,138,베이커리,LAWSON
No,6種具材と国産鶏もも肉の筑前煮,,https://www.lawson.co.jp/recommend/original/detail/img/l671100_3.jpg,333,반찬,LAWSON
No,肉厚牛タンねぎ塩だれ,,https://www.lawson.co.jp/recommend/original/detail/img/l637732_3.jpg,516,냉동식품,LAWSON
No,マックスサーモンとフレッシュミルクのクラムチャウダー,,https://www.lawson.co.jp/recommend/original/detail/img/l726405_1.jpg,451,스프,LAWSON
No,有機栽培の干し芋スティック　64g,,https://www.lawson.co.jp/recommend/original/detail/img/l693386.jpg,215,과자,LAWSON
No,皮むきりんご,,https://www.lawson.co.jp/recommend/original/detail/img/l532985_3.jpg,185,야채/과일,LAWSON
No,絶品　あらびきポークフランクロール,,https://www.lawson.co.jp/recommend/original/detail/img/l694571.jpg,171,베이커리,LAWSON
No,ウチカフェ　レモンティー　240ml,,https://www.lawson.co.jp/recommend/original/detail/img/l672294_1.jpg,100,냉장음료,LAWSON
No,ミニアスパラガス　チョコビスケット　43g,,https://www.lawson.co.jp/recommend/original/detail/img/l694072.jpg,108,과자,LAWSON
No,直火焼き牛ハラミ角切　にんにくダレ,,https://www.lawson.co.jp/recommend/original/detail/img/l612071_4.jpg,505,냉동식품,LAWSON
No,麺大盛り　豚コクしょうゆラーメン,,https://www.lawson.co.jp/recommend/original/detail/img/l720410.jpg,168,컵라면,LAWSON
No,フルーツサンドBOX,,https://www.lawson.co.jp/recommend/original/detail/img/l725556.jpg,343,샌드위치/롤,LAWSON
No,たんぱく質が摂れる　蒸し鶏玉子サラダ,,https://www.lawson.co.jp/recommend/original/detail/img/l699018.jpg,451,샐러드,LAWSON
No,どっさりでっかい！キャラメルコーン　100g,,https://www.lawson.co.jp/recommend/original/detail/img/l660417_3.jpg,218,과자,LAWSON
No,ガーリック香る　砂肝焼,,https://www.lawson.co.jp/recommend/original/detail/img/l599720_3.jpg,279,반찬,LAWSON
No,マカロニサラダ,,https://www.lawson.co.jp/recommend/original/detail/img/l643264_3.jpg,149,샐러드2,LAWSON
Yes,手巻寿司　海老マヨ,새우 마요,https://www.lawson.co.jp/recommend/original/detail/img/l722572.jpg,200,스시,LAWSON
No,冷しそば・いなりセット,,https://www.lawson.co.jp/recommend/original/detail/img/l725692.jpg,599,소바/우동/중화면,LAWSON
No,10品目の彩りサラダ,,https://www.lawson.co.jp/recommend/original/detail/img/l584823_4.jpg,205,야채/과일,LAWSON
No,たんぱく質が摂れる　国産豚肉のパスタサラダ,,https://www.lawson.co.jp/recommend/original/detail/img/l704118.jpg,397,샐러드,LAWSON
No,国産炙りしめさば,,https://www.lawson.co.jp/recommend/original/detail/img/l672948_3.jpg,330,반찬,LAWSON
No,ウチカフェ　カフェオレ砂糖不使用　グランデ　360ml,,https://www.lawson.co.jp/recommend/original/detail/img/l726417.jpg,228,냉장음료,LAWSON
No,Uchi Café×GODIVA　ショコラタルト,,https://www.lawson.co.jp/recommend/original/detail/img/l726983_1.jpg,397,디저트,LAWSON
No,回鍋肉,,https://www.lawson.co.jp/recommend/original/detail/img/l669091_3.jpg,343,냉동식품,LAWSON
No,バター　7g×8個,,https://www.lawson.co.jp/recommend/original/detail/img/l588288_4.jpg,279,유제품,LAWSON
No,シャキシャキねぎの油淋鶏,,https://www.lawson.co.jp/recommend/original/detail/img/l20230509chubo0001.jpg,451,まちかど厨房,LAWSON
No,ふっくらあじフライ,,https://www.lawson.co.jp/recommend/original/detail/img/n503714.jpg,181,튀김,LAWSON
No,発芽米ごはん,,https://www.lawson.co.jp/recommend/original/detail/img/l577550_4.jpg,150,즉석식품,LAWSON
No,イカから揚げ,,https://www.lawson.co.jp/recommend/original/detail/img/l552009_1.jpg,281,튀김,LAWSON
No,成分無調整牛乳　1000ml,,https://www.lawson.co.jp/recommend/original/detail/img/l557164_5.jpg,230,음료,LAWSON
No,和風ドレッシングDP　22ml,,https://www.lawson.co.jp/recommend/original/detail/img/l531822.jpg,35,샐러드,LAWSON
No,パリチキ,,https://www.lawson.co.jp/recommend/original/detail/img/l663055.jpg,220,튀김,LAWSON
No,ケモノ肉カレーパン,,https://www.lawson.co.jp/recommend/original/detail/img/l727487_1.jpg,192,베이커리,LAWSON
No,うるもち！お出汁で食べるたらこの冷製生パスタ,,https://www.lawson.co.jp/recommend/original/detail/img/l725696.jpg,559,파스타,LAWSON
No,アイスほうじ茶ラテ,,https://www.lawson.co.jp/recommend/original/detail/img/l608689.jpg,230,커피,LAWSON
